to_node from_node capacity prob_failure
42 54 1054332649 0.004
43 54 995933423 0.004
46 54 1045181437 0.004
48 54 1012311374 0.004
50 54 1038102232 0.004
61 54 1038778133 0.004
69 54 931497955 0.004
81 54 1046356899 0.004
84 54 1083513463 0.004
86 54 1071843408 0.004
90 54 919100476 0.004
98 54 1080626886 0.004
5 55 1027444535 0.004
9 55 938353579 0.004
11 55 1019264273 0.004
12 55 1079328187 0.004
17 55 914375084 0.004
20 55 928419016 0.004
22 55 1047587631 0.004
35 55 920137328 0.004
41 55 918820353 0.004
44 55 929390118 0.004
46 55 912670045 0.004
50 55 985525110 0.004
51 55 1001273923 0.004
54 55 1010149623 0.004
59 55 948587894 0.004
63 55 1091846803 0.004
69 55 1031043274 0.004
80 55 993890361 0.004
82 55 1009478001 0.004
85 55 1001682271 0.004
88 55 935415177 0.004
89 55 1055954915 0.004
90 55 1035274473 0.004
0 56 1005022733 0.004
13 56 1075457610 0.004
14 56 942005431 0.004
40 56 915335039 0.004
41 56 945482605 0.004
47 56 1090935844 0.004
53 56 986709262 0.004
55 56 934685497 0.004
71 56 956226587 0.004
75 56 1058631552 0.004
78 56 947967844 0.004
90 56 932527340 0.004
93 56 1039784557 0.004
2 57 921352407 0.004
4 57 992372808 0.004
5 57 960891836 0.004
6 57 1054831233 0.004
10 57 1028943926 0.004
20 57 1045956609 0.004
21 57 962344288 0.004
23 57 929631746 0.004
25 57 914066665 0.004
26 57 995730535 0.004
29 57 1060110932 0.004
30 57 969189585 0.004
31 57 915925897 0.004
35 57 1019509164 0.004
38 57 966029557 0.004
43 57 1076170081 0.004
51 57 1006505315 0.004
56 57 1062585392 0.004
63 57 1022437668 0.004
65 57 1060393619 0.004
66 57 1036718969 0.004
82 57 990784896 0.004
90 57 1013171906 0.004
96 57 924366276 0.004
2 58 1000004516 0.004
7 58 1055736899 0.004
9 58 935024286 0.004
13 58 914502595 0.004
14 58 965086381 0.004
25 58 979550209 0.004
28 58 1070006805 0.004
32 58 902658105 0.004
37 58 1076266684 0.004
41 58 907751299 0.004
44 58 1062855176 0.004
60 58 999514926 0.004
63 58 992033561 0.004
66 58 924753006 0.004
72 58 918501602 0.004
76 58 1014092439 0.004
83 58 1060971179 0.004
85 58 1072650702 0.004
86 58 990933134 0.004
88 58 926750261 0.004
99 58 1098519588 0.004
7 59 952589188 0.004
16 59 1038437605 0.004
17 59 1035953667 0.004
26 59 1075880281 0.004
31 59 937277301 0.004
34 59 1038520702 0.004
36 59 917622699 0.004
39 59 1095092889 0.004
49 59 963853284 0.004
64 59 1036210050 0.004
91 59 1003964132 0.004
2 60 1057436794 0.004
5 60 902056625 0.004
6 60 974882262 0.004
13 60 1068961043 0.004
14 60 917002305 0.004
18 60 1017733111 0.004
27 60 951452988 0.004
32 60 1078788945 0.004
39 60 1013208972 0.004
48 60 927025363 0.004
50 60 942712629 0.004
51 60 1014257324 0.004
52 60 999981333 0.004
54 60 1042595415 0.004
59 60 1095450427 0.004
61 60 1036006630 0.004
63 60 1075793695 0.004
74 60 908809916 0.004
75 60 1050069123 0.004
79 60 910443408 0.004
88 60 986876594 0.004
93 60 1028479864 0.004
95 60 1009134388 0.004
8 61 929531112 0.004
9 61 1085425111 0.004
13 61 980867077 0.004
18 61 993544480 0.004
22 61 1028542956 0.004
34 61 932891252 0.004
39 61 921036811 0.004
60 61 978672391 0.004
66 61 972467460 0.004
71 61 1024246054 0.004
73 61 1082990743 0.004
77 61 1010950335 0.004
87 61 957995228 0.004
95 61 1029708823 0.004
96 61 959624233 0.004
3 62 949045860 0.004
6 62 1090189698 0.004
14 62 1068315306 0.004
23 62 956573740 0.004
24 62 1064936624 0.004
26 62 1027929798 0.004
27 62 1065284855 0.004
30 62 983630630 0.004
34 62 1055906546 0.004
37 62 1089396166 0.004
64 62 1013695659 0.004
66 62 962961161 0.004
69 62 1091397845 0.004
73 62 957791220 0.004
75 62 1085455586 0.004
80 62 946434599 0.004
83 62 1005370487 0.004
85 62 980599338 0.004
86 62 1007125520 0.004
95 62 936706563 0.004
10 63 1033044429 0.004
12 63 1048685474 0.004
13 63 980164340 0.004
17 63 1019504777 0.004
18 63 1000090629 0.004
21 63 1020672477 0.004
29 63 1065958219 0.004
30 63 978127530 0.004
31 63 1060396069 0.004
36 63 920895617 0.004
41 63 1005032633 0.004
42 63 1090700888 0.004
45 63 1010691340 0.004
46 63 980699089 0.004
48 63 1029647189 0.004
49 63 1070553007 0.004
51 63 914238302 0.004
71 63 1042349812 0.004
79 63 966791979 0.004
80 63 1005797676 0.004
84 63 954597539 0.004
86 63 927740238 0.004
87 63 1068647438 0.004
91 63 1073043210 0.004
97 63 909083038 0.004
99 63 1017915785 0.004
0 64 986595876 0.004
2 64 948115242 0.004
6 64 959425139 0.004
7 64 999553701 0.004
10 64 1060517674 0.004
12 64 978640088 0.004
14 64 984253034 0.004
18 64 1098519811 0.004
19 64 947598922 0.004
29 64 1057267957 0.004
34 64 977312641 0.004
39 64 1094703320 0.004
40 64 947287246 0.004
45 64 957763630 0.004
48 64 1050669450 0.004
52 64 921513478 0.004
54 64 999240139 0.004
71 64 1041550588 0.004
79 64 909429899 0.004
87 64 919369634 0.004
90 64 925220431 0.004
91 64 901028739 0.004
93 64 978504235 0.004
2 65 1085831362 0.004
3 65 1034186169 0.004
5 65 1002347701 0.004
7 65 1031318152 0.004
20 65 1054910868 0.004
21 65 1064294201 0.004
30 65 1094450286 0.004
32 65 1090946701 0.004
34 65 1060961848 0.004
37 65 991309357 0.004
39 65 984817457 0.004
40 65 1070131757 0.004
43 65 912387244 0.004
44 65 1075842356 0.004
48 65 1086756392 0.004
55 65 1021990004 0.004
60 65 1086503350 0.004
61 65 1011338552 0.004
62 65 1087882463 0.004
66 65 965373521 0.004
72 65 981369826 0.004
73 65 1091281826 0.004
79 65 1039631643 0.004
83 65 1030552774 0.004
87 65 1088078412 0.004
95 65 972687490 0.004
97 65 956964579 0.004
99 65 918998129 0.004
6 66 1002932914 0.004
8 66 948775526 0.004
19 66 1070953486 0.004
22 66 1095801279 0.004
25 66 931173210 0.004
31 66 1068599125 0.004
38 66 1056700995 0.004
41 66 1021846470 0.004
47 66 977417217 0.004
50 66 1026375257 0.004
53 66 921968739 0.004
61 66 970258256 0.004
64 66 1075575962 0.004
70 66 1014861847 0.004
73 66 999873340 0.004
78 66 1007569564 0.004
83 66 1034982595 0.004
92 66 1047257603 0.004
93 66 1058830781 0.004
99 66 924449766 0.004
5 67 1097918566 0.004
8 67 1050967272 0.004
11 67 1084930471 0.004
13 67 1069622566 0.004
16 67 1070265891 0.004
22 67 953723413 0.004
27 67 1077108462 0.004
35 67 911228323 0.004
43 67 1074479563 0.004
46 67 915798090 0.004
49 67 1095387154 0.004
58 67 1061803021 0.004
69 67 1048082584 0.004
76 67 948374513 0.004
87 67 902459560 0.004
88 67 907040072 0.004
89 67 1054422178 0.004
0 68 1024937741 0.004
1 68 938649899 0.004
5 68 1047217446 0.004
7 68 1044587424 0.004
8 68 903068936 0.004
9 68 985985904 0.004
11 68 1033894860 0.004
29 68 929940519 0.004
46 68 903466794 0.004
47 68 1078119463 0.004
50 68 1073261363 0.004
54 68 1054737104 0.004
70 68 1039885644 0.004
77 68 914852617 0.004
85 68 946984566 0.004
96 68 994689671 0.004
6 69 941490096 0.004
30 69 985305179 0.004
44 69 1001192983 0.004
48 69 1066408474 0.004
54 69 1063014013 0.004
60 69 1072181956 0.004
63 69 1022481066 0.004
65 69 949436719 0.004
67 69 929097621 0.004
70 69 948317731 0.004
71 69 930483055 0.004
75 69 1046107586 0.004
80 69 1097026468 0.004
89 69 1082719795 0.004
91 69 1013371904 0.004
96 69 912607684 0.004
99 69 988640243 0.004
0 70 913050035 0.004
4 70 1023932555 0.004
5 70 1003801949 0.004
13 70 1061195143 0.004
15 70 1000491572 0.004
20 70 900322599 0.004
24 70 1005577611 0.004
27 70 1077768951 0.004
28 70 1064920382 0.004
31 70 909318637 0.004
37 70 1022645057 0.004
42 70 954432281 0.004
44 70 934732742 0.004
50 70 1028368979 0.004
54 70 961872661 0.004
57 70 964724098 0.004
66 70 936788663 0.004
67 70 935382830 0.004
74 70 1075093573 0.004
75 70 1092394703 0.004
88 70 982291885 0.004
95 70 1008552184 0.004
10 71 992619055 0.004
11 71 905004123 0.004
12 71 1053195956 0.004
13 71 940698528 0.004
14 71 1099262888 0.004
17 71 992833292 0.004
18 71 916782245 0.004
21 71 1015002222 0.004
23 71 1023299212 0.004
28 71 942990202 0.004
32 71 937443884 0.004
33 71 975417608 0.004
46 71 968833248 0.004
49 71 1003187338 0.004
63 71 1050039630 0.004
77 71 916269190 0.004
79 71 934917317 0.004
82 71 987988192 0.004
83 71 988160451 0.004
84 71 930529463 0.004
85 71 1051002512 0.004
88 71 1047689499 0.004
89 71 1037411689 0.004
90 71 935925695 0.004
1 72 956418051 0.004
6 72 1008281686 0.004
8 72 974570946 0.004
29 72 991965644 0.004
32 72 1036018668 0.004
34 72 980770146 0.004
39 72 1014076952 0.004
40 72 986230855 0.004
41 72 938263392 0.004
53 72 1030184721 0.004
60 72 1079495217 0.004
61 72 964565040 0.004
66 72 1098302501 0.004
71 72 999702713 0.004
73 72 1036283667 0.004
74 72 1000342642 0.004
79 72 921206618 0.004
84 72 901271966 0.004
88 72 918120434 0.004
89 72 970554591 0.004
2 73 1028698913 0.004
14 73 1045934687 0.004
16 73 1001712216 0.004
22 73 997852613 0.004
25 73 1024234266 0.004
26 73 907055141 0.004
30 73 1025499452 0.004
32 73 928866375 0.004
37 73 1063412717 0.004
41 73 1007510973 0.004
52 73 1051966266 0.004
53 73 946978012 0.004
58 73 1079243347 0.004
62 73 1053404793 0.004
89 73 912818976 0.004
95 73 1056418703 0.004
97 73 1049153858 0.004
3 74 992928435 0.004
5 74 1078113042 0.004
7 74 1025744043 0.004
11 74 1004720343 0.004
16 74 954157197 0.004
21 74 1092300210 0.004
23 74 978672864 0.004
25 74 1084019797 0.004
26 74 965492754 0.004
33 74 1046756198 0.004
50 74 940704865 0.004
52 74 964571621 0.004
64 74 1040100162 0.004
72 74 924683695 0.004
81 74 990396286 0.004
82 74 1079652416 0.004
87 74 1007798072 0.004
92 74 977905445 0.004
96 74 906247204 0.004
97 74 900443349 0.004
28 75 1053754728 0.004
36 75 940793866 0.004
42 75 1067099028 0.004
44 75 944312687 0.004
46 75 1057430881 0.004
56 75 981577693 0.004
57 75 1010008845 0.004
59 75 1057324803 0.004
62 75 1013039318 0.004
64 75 1014923410 0.004
65 75 1000300227 0.004
69 75 984721700 0.004
72 75 1035888056 0.004
76 75 922142171 0.004
78 75 987893317 0.004
80 75 1076577968 0.004
88 75 911039413 0.004
93 75 1086025266 0.004
99 75 915072708 0.004
4 76 1038712374 0.004
5 76 1062091199 0.004
7 76 1058415928 0.004
11 76 948588318 0.004
12 76 1000186830 0.004
25 76 958232329 0.004
29 76 983783521 0.004
34 76 907714591 0.004
41 76 971579798 0.004
49 76 982518183 0.004
52 76 1053015967 0.004
54 76 934463977 0.004
59 76 915243988 0.004
60 76 1064932910 0.004
65 76 971651250 0.004
70 76 954937409 0.004
73 76 1000446190 0.004
77 76 1076223193 0.004
84 76 905345141 0.004
92 76 1050901406 0.004
96 76 985555656 0.004
97 76 1050862291 0.004
98 76 905158294 0.004
2 77 1082774358 0.004
11 77 1059373384 0.004
15 77 980962598 0.004
16 77 969292395 0.004
27 77 978529857 0.004
35 77 958293275 0.004
43 77 1061837265 0.004
66 77 1057785539 0.004
82 77 976095133 0.004
93 77 926636375 0.004
2 78 967417916 0.004
5 78 968793985 0.004
9 78 1079719304 0.004
10 78 922716849 0.004
13 78 1056044276 0.004
20 78 1041122290 0.004
21 78 976259115 0.004
23 78 980767399 0.004
27 78 1057243027 0.004
28 78 966671755 0.004
29 78 1045757543 0.004
31 78 967702873 0.004
33 78 1056126166 0.004
36 78 914495614 0.004
37 78 1074814644 0.004
39 78 983987424 0.004
41 78 1032832883 0.004
43 78 987597693 0.004
45 78 1088002574 0.004
47 78 1047544997 0.004
49 78 981634239 0.004
59 78 976385740 0.004
64 78 999455447 0.004
68 78 915511858 0.004
76 78 1066785756 0.004
77 78 1027813662 0.004
82 78 1011236047 0.004
86 78 944918745 0.004
4 79 936506115 0.004
12 79 1096791412 0.004
13 79 990448890 0.004
14 79 1061798511 0.004
19 79 1078082474 0.004
24 79 1010658115 0.004
29 79 914739820 0.004
33 79 995973027 0.004
41 79 958652564 0.004
42 79 908237226 0.004
43 79 1050948156 0.004
54 79 990302285 0.004
55 79 904508464 0.004
56 79 917052823 0.004
58 79 1099546785 0.004
60 79 927091022 0.004
61 79 999814851 0.004
62 79 940149227 0.004
64 79 957409228 0.004
67 79 1083373308 0.004
68 79 1077801062 0.004
69 79 903773742 0.004
73 79 981600209 0.004
76 79 1017226126 0.004
78 79 1029864694 0.004
81 79 1068124675 0.004
82 79 1048232962 0.004
86 79 1018014221 0.004
87 79 1069772247 0.004
5 80 1043045898 0.004
9 80 1037817613 0.004
17 80 1093551974 0.004
24 80 1084308364 0.004
29 80 1020464099 0.004
34 80 995104721 0.004
40 80 1021181664 0.004
45 80 1017960973 0.004
47 80 938890307 0.004
49 80 1018801329 0.004
55 80 964790510 0.004
57 80 906660436 0.004
60 80 1016250801 0.004
62 80 916926585 0.004
63 80 902666508 0.004
83 80 961836956 0.004
84 80 1078847686 0.004
90 80 1084455261 0.004
1 81 980426584 0.004
2 81 1083459848 0.004
3 81 960929073 0.004
5 81 928673692 0.004
10 81 976410254 0.004
21 81 1021272578 0.004
22 81 1049890480 0.004
27 81 1040029540 0.004
36 81 1026442950 0.004
37 81 918362919 0.004
44 81 1025609901 0.004
60 81 971328674 0.004
63 81 1019094020 0.004
68 81 1067683697 0.004
73 81 1068647794 0.004
75 81 991489694 0.004
79 81 975897585 0.004
80 81 941222031 0.004
85 81 999313712 0.004
93 81 1057227253 0.004
0 82 932010612 0.004
6 82 910030187 0.004
14 82 1076693560 0.004
20 82 985774335 0.004
22 82 966321795 0.004
26 82 934663870 0.004
31 82 1064656287 0.004
35 82 1068996252 0.004
36 82 983130587 0.004
41 82 1094633968 0.004
42 82 1061950731 0.004
48 82 1062451256 0.004
74 82 963444604 0.004
75 82 915665238 0.004
81 82 1033602832 0.004
84 82 911508240 0.004
94 82 974230043 0.004
96 82 1098393443 0.004
97 82 901906321 0.004
99 82 921290407 0.004
3 83 1098900126 0.004
7 83 933582807 0.004
19 83 1022467144 0.004
21 83 1078902435 0.004
27 83 1059208732 0.004
41 83 975576409 0.004
43 83 1025148822 0.004
45 83 911498075 0.004
54 83 1042344775 0.004
75 83 907525158 0.004
86 83 1057582372 0.004
98 83 984331308 0.004
6 84 948501365 0.004
7 84 980086322 0.004
18 84 986503022 0.004
21 84 996564820 0.004
25 84 1089168478 0.004
31 84 1046559498 0.004
41 84 964974161 0.004
43 84 965936358 0.004
53 84 947559770 0.004
58 84 956937010 0.004
63 84 970101166 0.004
68 84 999354159 0.004
75 84 992804571 0.004
88 84 1023405406 0.004
92 84 1016412973 0.004
97 84 1054944996 0.004
3 85 992946758 0.004
5 85 916934668 0.004
11 85 930039904 0.004
15 85 914977590 0.004
16 85 1017758740 0.004
19 85 949251112 0.004
31 85 943501274 0.004
34 85 1089482177 0.004
35 85 1000565369 0.004
38 85 981595863 0.004
43 85 994653287 0.004
47 85 955797305 0.004
49 85 1062943644 0.004
53 85 996894023 0.004
54 85 944807952 0.004
70 85 1027441160 0.004
71 85 1001751396 0.004
72 85 1006797304 0.004
76 85 954636042 0.004
90 85 1014013205 0.004
1 86 1001071691 0.004
8 86 1019418302 0.004
9 86 934105614 0.004
21 86 922694845 0.004
33 86 927622797 0.004
40 86 924693408 0.004
43 86 1050106592 0.004
55 86 984787950 0.004
60 86 1034874871 0.004
65 86 1096122038 0.004
67 86 1078513578 0.004
69 86 972563176 0.004
70 86 1012976117 0.004
72 86 1016232799 0.004
80 86 943976185 0.004
82 86 1011918181 0.004
85 86 1060564692 0.004
87 86 1039538075 0.004
89 86 1048624744 0.004
92 86 1004642020 0.004
0 87 978316006 0.004
12 87 997227873 0.004
14 87 1087683633 0.004
24 87 1027887791 0.004
30 87 919763704 0.004
31 87 968201220 0.004
33 87 1070220749 0.004
38 87 919726866 0.004
44 87 1046244009 0.004
48 87 1000085931 0.004
50 87 962372354 0.004
52 87 1068188081 0.004
62 87 940049130 0.004
68 87 1057172175 0.004
70 87 938666653 0.004
82 87 1047559177 0.004
83 87 1034584064 0.004
85 87 1082286267 0.004
88 87 946199086 0.004
89 87 1081345005 0.004
6 88 1063317484 0.004
13 88 1011567988 0.004
14 88 932249920 0.004
26 88 993498965 0.004
32 88 1043948233 0.004
33 88 1077372187 0.004
42 88 940797215 0.004
47 88 1058468128 0.004
51 88 943475624 0.004
60 88 1091685139 0.004
71 88 1012072899 0.004
86 88 1066815721 0.004
87 88 913050316 0.004
1 89 1073438027 0.004
8 89 1045437662 0.004
16 89 918566397 0.004
19 89 909403295 0.004
24 89 1080687366 0.004
25 89 903817955 0.004
35 89 947925640 0.004
37 89 958755292 0.004
39 89 986603531 0.004
41 89 1051145804 0.004
58 89 908240169 0.004
59 89 1049332774 0.004
69 89 1033707912 0.004
72 89 1019459051 0.004
73 89 956187471 0.004
80 89 1091859084 0.004
84 89 1046561492 0.004
86 89 1060751197 0.004
88 89 1000360670 0.004
96 89 951534500 0.004
99 89 1028320241 0.004
12 90 1014475278 0.004
15 90 974538871 0.004
19 90 1017517901 0.004
24 90 1083429654 0.004
29 90 1063431875 0.004
34 90 983292577 0.004
40 90 1094058980 0.004
41 90 907540739 0.004
48 90 944035192 0.004
60 90 974586849 0.004
75 90 1083138409 0.004
80 90 934053128 0.004
92 90 1072186501 0.004
98 90 1019669617 0.004
13 91 904169261 0.004
17 91 902368398 0.004
20 91 903216054 0.004
22 91 1026004020 0.004
26 91 1096715244 0.004
29 91 1096791575 0.004
34 91 1037186904 0.004
35 91 1074091169 0.004
36 91 947557472 0.004
47 91 907927754 0.004
50 91 1026458962 0.004
64 91 1008072863 0.004
73 91 906223611 0.004
82 91 963369062 0.004
83 91 1058572085 0.004
85 91 901920285 0.004
98 91 1042708556 0.004
99 91 990305634 0.004
0 92 1031130943 0.004
1 92 964988574 0.004
6 92 962047905 0.004
14 92 1070138878 0.004
16 92 1095966067 0.004
18 92 1036370806 0.004
28 92 990804077 0.004
30 92 973382664 0.004
31 92 996825295 0.004
37 92 1078942969 0.004
44 92 925197751 0.004
51 92 919774184 0.004
52 92 1016093972 0.004
56 92 932925386 0.004
60 92 987012912 0.004
73 92 1083806556 0.004
83 92 991665555 0.004
90 92 928118972 0.004
95 92 1041059154 0.004
97 92 919093994 0.004
4 93 905224237 0.004
12 93 905337273 0.004
21 93 1064693638 0.004
25 93 928393312 0.004
28 93 928312438 0.004
29 93 1073878721 0.004
35 93 1050250716 0.004
37 93 1036267294 0.004
41 93 916525455 0.004
43 93 1043726067 0.004
48 93 1006947557 0.004
50 93 1075891269 0.004
51 93 975660984 0.004
53 93 1032945786 0.004
60 93 986447631 0.004
71 93 1073464864 0.004
76 93 919985433 0.004
77 93 991979799 0.004
78 93 984803450 0.004
90 93 1083526518 0.004
92 93 988587635 0.004
97 93 1012386528 0.004
0 94 989229645 0.004
5 94 942600105 0.004
11 94 1002049498 0.004
19 94 983485481 0.004
28 94 993010140 0.004
34 94 964473432 0.004
36 94 1086978545 0.004
38 94 1004925494 0.004
42 94 930472027 0.004
43 94 961340404 0.004
45 94 1033952516 0.004
59 94 1040363509 0.004
62 94 910055270 0.004
68 94 1049289993 0.004
72 94 997627875 0.004
73 94 993858840 0.004
76 94 1093820765 0.004
81 94 1031739226 0.004
82 94 979048777 0.004
83 94 947868442 0.004
84 94 958914294 0.004
87 94 960618371 0.004
88 94 919843725 0.004
0 95 944254043 0.004
4 95 1035202851 0.004
6 95 1003780627 0.004
12 95 934082911 0.004
13 95 946890565 0.004
23 95 909606823 0.004
26 95 1046826834 0.004
31 95 1086442007 0.004
34 95 1099576457 0.004
35 95 1090516569 0.004
37 95 1014670406 0.004
38 95 956026270 0.004
40 95 1069434729 0.004
45 95 1057644600 0.004
47 95 1073810986 0.004
59 95 1038018157 0.004
65 95 965772644 0.004
68 95 1086027181 0.004
71 95 1068174203 0.004
74 95 983007850 0.004
81 95 1088851489 0.004
83 95 906405920 0.004
87 95 1085820488 0.004
89 95 1044345855 0.004
97 95 904027322 0.004
98 95 920320587 0.004
6 96 1045407466 0.004
7 96 994299518 0.004
16 96 1007892075 0.004
20 96 901552841 0.004
21 96 919483963 0.004
29 96 1092298014 0.004
34 96 934666946 0.004
47 96 955741879 0.004
48 96 980899506 0.004
53 96 933938277 0.004
54 96 948040866 0.004
56 96 1010902000 0.004
61 96 1017960017 0.004
62 96 1091819502 0.004
63 96 1010970693 0.004
64 96 1095669551 0.004
71 96 936179626 0.004
73 96 1029122551 0.004
82 96 999773148 0.004
85 96 1097171899 0.004
87 96 969114076 0.004
91 96 1083660172 0.004
92 96 919326026 0.004
99 96 999885500 0.004
7 97 912053262 0.004
9 97 979492312 0.004
12 97 917514787 0.004
15 97 1042723056 0.004
20 97 1065980832 0.004
29 97 1091504746 0.004
37 97 1052170425 0.004
43 97 1089415029 0.004
46 97 976301438 0.004
51 97 947529599 0.004
56 97 966488156 0.004
59 97 953092110 0.004
68 97 986329273 0.004
70 97 1082858315 0.004
79 97 1083414617 0.004
80 97 1067324786 0.004
81 97 942043192 0.004
86 97 958111622 0.004
89 97 959935780 0.004
93 97 1037453113 0.004
98 97 971635373 0.004
99 97 1015683882 0.004
6 98 949602508 0.004
16 98 999441949 0.004
22 98 1035713415 0.004
36 98 1032098239 0.004
39 98 911048677 0.004
40 98 900942363 0.004
41 98 919357316 0.004
44 98 1050626566 0.004
46 98 978444124 0.004
47 98 916650715 0.004
52 98 986694924 0.004
55 98 1095605084 0.004
62 98 927253663 0.004
68 98 1081843288 0.004
71 98 960272321 0.004
78 98 991278809 0.004
85 98 999374997 0.004
86 98 909133230 0.004
2 99 1005934200 0.004
4 99 957341666 0.004
11 99 961804570 0.004
16 99 924103832 0.004
20 99 1090550889 0.004
29 99 988430049 0.004
33 99 1060725595 0.004
35 99 1063977219 0.004
37 99 990826217 0.004
40 99 1009593048 0.004
47 99 909616638 0.004
51 99 964782671 0.004
52 99 1034947470 0.004
58 99 1009656483 0.004
60 99 994306125 0.004
61 99 976925710 0.004
62 99 1040139876 0.004
72 99 1067461438 0.004
73 99 1033499729 0.004
77 99 992845269 0.004
80 99 1058311290 0.004
82 99 913810772 0.004
87 99 1048431521 0.004
97 99 1002232887 0.004
98 99 914433546 0.004
